word,length,pos,has_okina,has_kahako,bare_form,definition
nihoniho,8,verb,0,0,nihoniho,"to be toothed, notched, serrated"
noʻonoʻo,8,noun,1,0,noonoo,"thought, reflection"
nīnauele,8,noun,0,1,ninauele,interview
pakaliao,8,noun,0,0,pakaliao,codfish
palapala,8,noun,0,0,palapala,printed patterns on kapa cloth
palekana,8,noun,0,0,palekana,"protection, defense"
palānaka,8,noun,0,1,palanaka,A winged bean plant (Psophocarpus tetragonolobus)
panepane,8,verb,0,0,panepane,to talk back
paniinoa,8,noun,0,0,paniinoa,pronoun
papakema,8,noun,0,0,papakema,baptism
papekema,8,verb,0,0,papekema,to baptize
papekiko,8,verb,0,0,papekiko,to baptize
paʻakīkī,8,verb,1,1,paakiki,"hard, difficult"
paʻikiʻi,8,noun,1,0,paikii,photograph
pekapeka,8,verb,0,0,pekapeka,to tattle
pelapela,8,verb,0,0,pelapela,"filthy, dirty, nasty, unclean"
penikala,8,noun,0,0,penikala,pencil
pikipiki,8,verb,0,0,pikipiki,"to pinch, to squeeze"
pilikana,8,noun,0,0,pilikana,relationship
piʻipiʻi,8,verb,1,0,piipii,curly
pokepola,8,noun,0,0,pokepola,phosphorus (chemical element)
polomine,8,noun,0,0,polomine,bromine (chemical element)
polopeka,8,noun,0,0,polopeka,professor
ponopono,8,verb,0,0,ponopono,"neat, tidy, arranged, in order"
poʻohiwi,8,noun,1,0,poohiwi,shoulder
puhikiʻi,8,noun,1,0,puhikii,young flying fish
pukaball,8,noun,0,0,pukaball,The sport of pickleball.
pulukeke,8,noun,0,0,pulukeke,"bullshit, nonsense"
pumehana,8,verb,0,0,pumehana,warm
punipuni,8,verb,0,0,punipuni,to lie (tell falsehoods)
puʻukani,8,verb,1,0,puukani,sweet-voiced
puʻupuʻu,8,verb,1,0,puupuu,lumpy
pāheahea,8,verb,0,1,paheahea,to call (especially to invite to eat)
pāhoehoe,8,noun,0,1,pahoehoe,pahoehoe (a kind of lava)
pākaukau,8,noun,0,1,pakaukau,table
pākuʻina,8,noun,1,1,pakuina,appendix
pāleoleo,8,verb,0,1,paleoleo,"to rap, to speak lyrics rhythmically usual of hip-hop music."
pānakana,8,noun,0,1,panakana,any plant of the genus Pandanus; the screw pines
pāpālina,8,noun,0,1,papalina,cheek
pīhoihoi,8,verb,0,1,pihoihoi,"disturbed, worried, uneasy"
pōhīnaʻi,8,noun,1,1,pohinai,basketball (sport)
pōʻaeʻae,8,noun,1,1,poaeae,"armpit, underarm"
silikone,8,noun,0,0,silikone,silicon (chemical element)
ulepuaʻa,8,noun,1,0,ulepuaa,corkscrew
wahaheʻe,8,verb,1,0,wahahee,to lie (tell an untruth)
wahīʻeha,8,noun,1,1,wahieha,bandage
waiohinu,8,noun,0,0,waiohinu,dahlia
waiūpaka,8,noun,0,1,waiupaka,butter
waiūpaʻa,8,noun,1,1,waiupaa,cheese
waiūtepe,8,noun,0,1,waiutepe,yogurt
waleluka,8,noun,0,0,waleluka,walrus
wehewehe,8,verb,0,0,wehewehe,to explain
welaweka,8,noun,0,0,welaweka,velvet
wikiwiki,8,verb,0,0,wikiwiki,"to be quick, to be speedy"
wiliwili,8,noun,0,0,wiliwili,"A fabaceous flowering tree of species Erythrina sandwicensis, endemic to the Hawaiian Islands"
wulekula,8,noun,0,0,wulekula,vulture (bird)
ʻAikiopa,8,verb,1,0,aikiopa,Ethiopian
ʻAlapama,8,noun,1,0,alapama,"Alabamian, a resident or native of Alabama"
ʻAlekina,8,verb,1,0,alekina,Argentinian
ʻAmelika,8,verb,1,0,amelika,"American (of, from or relating to the United States)"
ʻApelika,8,verb,1,0,apelika,"African (of, from or relating to Africa)"
ʻIlelani,8,verb,1,0,ilelani,Irish
ʻUkelena,8,verb,1,0,ukelena,Ukrainian
ʻahamaka,8,noun,1,0,ahamaka,"hammock (as of tapa, fastened to the manuea, center support of a house)"
ʻahamele,8,noun,1,0,ahamele,concert
ʻahaʻaha,8,noun,1,0,ahaaha,cordage
ʻaiāmanō,8,verb,1,1,aiamano,to eat like a pig; to eat greedily
ʻakaʻaka,8,noun,1,0,akaaka,laughter
ʻakekeʻe,8,noun,1,0,akekee,Kauaʻi ʻākepa (Loxops caeruleirostris)
ʻakiʻaki,8,verb,1,0,akiaki,"to snap constantly, repeatedly"
ʻakolika,8,noun,1,0,akolika,ostrich
ʻalamihi,8,noun,1,0,alamihi,thukuhar shore-crab
ʻaleʻale,8,noun,1,0,aleale,ripple
ʻalopeka,8,noun,1,0,alopeka,fox (Vulpes)
ʻalopeke,8,noun,1,0,alopeke,fox (Vulpes)
ʻaloʻalo,8,noun,1,0,aloalo,"escort, attendant"
ʻaluʻalu,8,noun,1,0,alualu,skin
ʻamaʻama,8,noun,1,0,amaama,flathead mullet (Mugil cephalus)
ʻanakala,8,noun,1,0,anakala,uncle (brother of one's parent)
ʻanemoku,8,noun,1,0,anemoku,peninsula
ʻanoʻano,8,noun,1,0,anoano,seed
ʻanāʻanā,8,noun,1,1,anaana,"black magic, sorcery"
ʻapeʻape,8,noun,1,0,apeape,Any Gunnera species.
ʻaragona,8,noun,1,0,aragona,argon (chemical element)
ʻauinalā,8,noun,1,1,auinala,afternoon (time of day when the sun is setting)
ʻauinapō,8,noun,1,1,auinapo,"midnight, late night"
ʻaumakua,8,noun,1,0,aumakua,family god
ʻawapuhi,8,noun,1,0,awapuhi,"Shampoo ginger, Zingiber zerumbet"
ʻawaʻawa,8,noun,1,0,awaawa,"sourness, acidity"
ʻehaʻeha,8,noun,1,0,ehaeha,"extreme pain, agony"
ʻelekule,8,noun,1,0,elekule,old fellow
ʻelenahu,8,noun,1,0,elenahu,peat
ʻelepani,8,noun,1,0,elepani,elephant
ʻeleweka,8,noun,1,0,eleweka,"elevator, lift"
ʻeleʻele,8,noun,1,0,eleele,black (color)
ʻemepake,8,noun,1,0,emepake,embassy
ʻeʻeʻina,8,verb,1,0,eeina,"to creak; crackle; grate, as one thing against another"
ʻikepili,8,noun,1,0,ikepili,data
ʻilikini,8,verb,1,0,ilikini,"to be naked, nude"
ʻinamona,8,noun,1,0,inamona,"a condiment made from crushed, roasted candlenut mixed with salt."
ʻinoʻino,8,verb,1,0,inoino,"spoiled, contaminated, rotten"
ʻiʻoʻiʻo,8,noun,1,0,ioio,clitoris
ʻohenānā,8,noun,1,1,ohenana,telescope
ʻokikene,8,noun,1,0,okikene,oxygen (chemical element)
ʻoluʻolu,8,verb,1,0,oluolu,"to be pleasant, nice"
ʻonaʻona,8,verb,1,0,onaona,dizzy
ʻonipaʻa,8,verb,1,0,onipaa,"fixed, immobile"
ʻoniʻoni,8,verb,1,0,onioni,"to go or move back and forth, to wiggle, to jiggle, to wag"
ʻopiʻopi,8,verb,1,0,opiopi,to fold
ʻoʻoleʻa,8,verb,1,0,oolea,hard
ʻukiʻuki,8,noun,1,0,ukiuki,"Any of species Dianella sandwicensis of flax lilies, native to Hawaii."
ʻukulele,8,noun,1,0,ukulele,a small four-stringed guitar: a ukulele
ʻulaʻula,8,noun,1,0,ulaula,red (color)
ʻumiʻumi,8,noun,1,0,umiumi,"beard, goatee"
ʻāheahea,8,noun,1,1,aheahea,"Any of species Chenopodium oahuense of goosefoots, endemic to the Hawaiian Islands."
ʻālualua,8,verb,1,1,alualua,"bumpy, rough (of a road)"
ʻōneanea,8,verb,1,1,oneanea,desolate
ʻūheheʻe,8,noun,1,1,uhehee,solvent
ʻūhōloʻa,8,noun,1,1,uholoa,dispenser
Hunakalia,9,verb,0,0,hunakalia,Hungarian
Kamabodia,9,verb,0,0,kamabodia,Cambodian
Kelemānia,9,verb,0,1,kelemania,German
Kolomepia,9,verb,0,0,kolomepia,Colombian
Kuikilani,9,verb,0,0,kuikilani,Swiss
Pelekiuma,9,verb,0,0,pelekiuma,Belgian
Pelekānia,9,verb,0,1,pelekania,"British, English"
Polenekia,9,noun,0,0,polenekia,a Polynesian
Pulukalia,9,verb,0,0,pulukalia,Bulgarian
Solowakia,9,verb,0,0,solowakia,Slovakian
Wiekanama,9,verb,0,0,wiekanama,Vietnamese
ahimakani,9,noun,0,0,ahimakani,gasoline
akeakamai,9,noun,0,0,akeakamai,"one who seeks knowledge, philosopher, philosophy, scientist, science"
anamanaʻo,9,noun,1,0,anamanao,"survey, poll"
haikokene,9,noun,0,0,haikokene,hydrogen (chemical element)
haukalima,9,noun,0,0,haukalima,ice cream
haukapila,9,noun,0,0,haukapila,hospital
hoʻohaole,9,verb,1,0,hoohaole,to act like a white person
hoʻohāliu,9,noun,1,1,hoohaliu,to cause to turn
hoʻokahua,9,verb,1,0,hookahua,to lay a foundation
hoʻolaulā,9,verb,1,1,hoolaula,"to widen, to broaden"
hoʻomakua,9,verb,1,0,hoomakua,to mature
hoʻomaʻau,9,verb,1,0,hoomaau,to persecute
hoʻomoana,9,verb,1,0,hoomoana,to spread down (of mats)
hoʻomālie,9,verb,1,1,hoomalie,to calm
hoʻonauki,9,verb,1,0,hoonauki,"aggravating, annoying, exasperating, provoking"
hoʻopālua,9,verb,1,1,hoopalua,to double
hoʻopōʻai,9,verb,1,1,hoopoai,"to encircle, to surround"
hoʻōkaoka,9,verb,1,1,hookaoka,to pulverize
huaʻōlelo,9,noun,1,1,huaolelo,word
huinakolu,9,noun,0,0,huinakolu,triangle
hukialewa,9,noun,0,0,hukialewa,"chin-up, pull-up"
huliāmahi,9,verb,0,1,huliamahi,"to cooperate, act in unanimity (in great numbers)"
kahahānai,9,noun,0,1,kahahanai,radius
kahuapaʻa,9,noun,1,0,kahuapaa,website; web page
kaikoʻeke,9,noun,1,0,kaikoeke,brother-in-law
kaikunāne,9,noun,0,1,kaikunane,brother or male cousin
kakahiaka,9,noun,0,0,kakahiaka,morning (time of day around dawn)
kamakuaka,9,noun,0,0,kamakuaka,kumquat
kamaʻilio,9,verb,1,0,kamailio,"to talk, converse"
kamaʻāina,9,noun,1,1,kamaaina,a person born and bred in Hawaii
kamepiula,9,noun,0,0,kamepiula,computer
kamepuila,9,noun,0,0,kamepuila,computer
katahiaka,9,noun,0,0,katahiaka,Niʻihau form of kakahiaka (“morning”)
keonimana,9,noun,0,0,keonimana,gentleman
kipikelia,9,noun,0,0,kipikelia,diphtheria
kumulāʻau,9,noun,1,1,kumulaau,tree
kūkaeloli,9,noun,0,1,kukaeloli,mildew
kūkaenalo,9,noun,0,1,kukaenalo,beeswax
kūkaepele,9,noun,0,1,kukaepele,sulfur (chemical element)
makuahine,9,noun,0,0,makuahine,mother
matuahine,9,noun,0,0,matuahine,Niʻihau form of makuahine (“mother”)
mokuhonua,9,noun,0,0,mokuhonua,continent
mokuʻāina,9,noun,1,1,mokuaina,"state, district, province"
naikokene,9,noun,0,0,naikokene,nitrogen (chemical element)
naʻaukake,9,noun,1,0,naaukake,sausage
naʻauʻauā,9,noun,1,1,naauaua,suicidal grief
ninaninau,9,verb,0,0,ninaninau,"to interrogate, ask questions repeatedly"
paikikala,9,noun,0,0,paikikala,bicycle
panalāʻau,9,noun,1,1,panalaau,"territory, dependency, colony, province"
paʻanaʻau,9,verb,1,0,paanaau,"memorized, remembered"
penekuina,9,noun,0,0,penekuina,penguin
potasiuma,9,noun,0,0,potasiuma,potassium (chemical element)
puahiohio,9,noun,0,0,puahiohio,"whirlwind, gust"
pulelehua,9,noun,0,0,pulelehua,"butterfly, moth"
pāʻoihana,9,noun,1,1,paoihana,"business, enterprise"
pōʻailani,9,noun,1,1,poailani,horizon
pūnaewele,9,noun,0,1,punaewele,network
waonahele,9,noun,0,0,waonahele,jungle
wilipuaʻa,9,noun,1,0,wilipuaa,"corkscrew, auger"
āhinahina,9,noun,0,1,ahinahina,grey (color)
ʻAikupika,9,verb,1,0,aikupika,"Egyptian (of, from or relating to Egypt)"
ʻAlekelia,9,noun,1,0,alekelia,Algerian (native or inhabitant of Algeria)
ʻAlepania,9,noun,1,0,alepania,"Albanian, a resident or native of Albania"
ʻEsetonia,9,noun,1,0,esetonia,an Estonian
ʻaikalima,9,noun,1,0,aikalima,ice cream
ʻailakele,9,noun,1,0,ailakele,fat
ʻaiāpuaʻa,9,verb,1,1,aiapuaa,to eat like a pig; to eat greedily
ʻakaʻakai,9,noun,1,0,akaakai,A slender grass once used for thatching houses in Hawaii (Schoenoplectus tabernaemontani)
ʻekalekia,9,noun,1,0,ekalekia,church (organization)
ʻenekinia,9,noun,1,0,enekinia,engineer
ʻoumuamua,9,noun,1,0,oumuamua,scout; leader (as in battle or activity); messenger
ʻōkolehao,9,noun,1,1,okolehao,iron try-pot still
ʻōnaehana,9,noun,1,1,onaehana,system
halemākaʻi,10,noun,1,1,halemakai,police station
hanuāpuaʻa,10,verb,1,1,hanuapuaa,"to breathe heavily, gasp"
hiʻohiʻona,10,noun,1,0,hiohiona,features
holoholona,10,noun,0,0,holoholona,animal
hoʻohanini,10,verb,1,0,hoohanini,to cause to overflow
hoʻoikaika,10,verb,1,0,hooikaika,"to strive, to strain, to endeavour"
hoʻokolohe,10,verb,1,0,hookolohe,"to make mischief, to play pranks"
hoʻokāhāhā,10,verb,1,1,hookahaha,to cause astonishment
hoʻomakaʻu,10,verb,1,0,hoomakau,to frighten
hoʻomalolo,10,verb,1,0,hoomalolo,"to pause work, to adjourn, to take a break"
hoʻomanaʻo,10,verb,1,0,hoomanao,to remember
hoʻomomona,10,verb,1,0,hoomomona,to fatten
hoʻomākonā,10,verb,1,1,hoomakona,to act mean
hoʻomāʻona,10,verb,1,1,hoomaona,to eat one's fill
hoʻonuinui,10,verb,1,0,hoonuinui,to use threatening language without carrying out the threat
hoʻopalaka,10,verb,1,0,hoopalaka,to feign indifference
hoʻopōhaku,10,verb,1,1,hoopohaku,"to harden, to petrify"
hoʻopūhili,10,verb,1,1,hoopuhili,to blow in gusts from varying directions
hoʻouluhua,10,verb,1,0,hoouluhua,"to annoy, to vex"
hoʻowahine,10,verb,1,0,hoowahine,to act like a woman
hoʻākoakoa,10,verb,1,1,hoakoakoa,"to assemble, to congregate"
hulipoepoe,10,noun,0,0,hulipoepoe,globe (model of the Earth)
hāloliʻili,10,verb,1,1,haloliili,"idle, useless, lazy"
hōʻikeʻike,10,verb,1,1,hoikeike,"to exhibit, to display"
kaikuahine,10,noun,0,0,kaikuahine,sister
kaikuaʻana,10,noun,1,0,kaikuaana,older sibling
kanapapiki,10,noun,0,0,kanapapiki,son of a bitch
kukuluaeʻo,10,noun,1,0,kukuluaeo,A species of stilt (bird) native to Hawaii (Himantopus knudseni)
kāhulihuli,10,verb,0,1,kahulihuli,"to sway, to totter"
kūʻonoʻono,10,verb,1,1,kuonoono,"well-off, well-supplied"
lepupalika,10,noun,0,0,lepupalika,republic
makaaniani,10,noun,0,0,makaaniani,"eyeglasses, spectacles"
makanahele,10,verb,0,0,makanahele,"wild, untamed"
makapiapia,10,noun,0,0,makapiapia,"eye discharge, eye mucus"
makemakika,10,noun,0,0,makemakika,mathematics
manakanika,10,noun,0,0,manakanika,manganese (chemical element)
manaʻolana,10,noun,1,0,manaolana,hope
manaʻoʻiʻo,10,noun,1,0,manaoio,"faith, confidence"
manuhelekū,10,noun,0,1,manuheleku,penguin
moʻowaiwai,10,noun,1,0,moowaiwai,account (as in a bank)
mākaʻikaʻi,10,verb,1,1,makaikai,"to visit, to sight-see, to go on a tour"
mākaʻukaʻu,10,verb,1,1,makaukau,"frightened, afraid"
mākolukolu,10,verb,0,1,makolukolu,chubby
mālamalama,10,noun,0,1,malamalama,clarity
māloʻeloʻe,10,verb,1,1,maloeloe,"tired, exhausted"
māluhiluhi,10,verb,0,1,maluhiluhi,"tired, worn out"
nāhelehele,10,noun,0,1,nahelehele,"weeds, undergrowth"
pelekikena,10,noun,0,0,pelekikena,president
polalauahi,10,noun,0,0,polalauahi,vog
pāpāʻōlelo,10,noun,1,1,papaolelo,conversation
pīlalilali,10,verb,0,1,pilalilali,"sticky, gummy"
pōpaʻipaʻi,10,noun,1,1,popaipai,volleyball (sport)
pūhenehene,10,noun,0,1,puhenehene,a guessing game in which players have to guess which player has a piece of wood (the noʻa) concealed on their person
pūkonakona,10,verb,0,1,pukonakona,"muscular, husky"
pūʻoheʻohe,10,noun,1,1,puoheohe,Job's tears
ʻAukekulia,10,verb,1,0,aukekulia,Austrian
ʻahaʻōlelo,10,noun,1,1,ahaolelo,"legislature, assembly, council"
ʻakepeuʻie,10,noun,1,0,akepeuie,"Oʻahu ʻākepa, a bird of species Loxops wolstenholmei"
ʻalakenika,10,noun,1,0,alakenika,arsenic (chemical element)
ʻalemanaka,10,noun,1,0,alemanaka,"almanac, calendar"
ʻaluminuma,10,noun,1,0,aluminuma,aluminum (chemical element)
ʻauipaʻewa,10,noun,1,0,auipaewa,dative case
ʻelemakule,10,noun,1,0,elemakule,old man
ʻokekelika,10,noun,1,0,okekelika,ostrich
ʻokomopila,10,noun,1,0,okomopila,car
ʻumikūmāhā,10,num,1,1,umikumaha,fourteen
ʻākulikuli,10,noun,1,1,akulikuli,shoreline purslane (Sesuvium portulacastrum)
ʻālohilohi,10,verb,1,1,alohilohi,"radiant, shining"
ʻāpikipiki,10,verb,1,1,apikipiki,"troubled, agitated"
ʻōhuluhulu,10,verb,1,1,ohuluhulu,"hairy, shaggy"
ʻōmalumalu,10,verb,1,1,omalumalu,to be cloudy
ʻōmaʻimaʻi,10,verb,1,1,omaimai,chronically ill
ʻōmaʻomaʻo,10,noun,1,1,omaomao,emerald
ʻōniʻoniʻo,10,verb,1,1,onionio,to be striped
ʻōpakapaka,10,noun,1,1,opakapaka,crimson jobfish (Pristipomoides filamentosus)
ʻōpeʻapeʻa,10,noun,1,1,opeapea,"Lasiurus semotus, a Hawaiian bat (endemic to the Hawaiian Islands)"
ʻōpikipiki,10,noun,1,1,opikipiki,anxiety
ʻōpulepule,10,verb,1,1,opulepule,"spotted, speckled, mottled"
hoʻokolohua,11,noun,1,0,hookolohua,experiment
hoʻolaukōnā,11,verb,1,1,hoolaukona,"to treat mercilessly, to oppress"
hoʻomaikaʻi,11,intj,1,0,hoomaikai,congratulations
hoʻomaopopo,11,verb,1,0,hoomaopopo,to understand
hoʻopaʻahao,11,verb,1,0,hoopaahao,"to imprison, to take prisoner"
kaikamahine,11,noun,0,0,kaikamahine,girl
kalenekalio,11,noun,0,0,kalenekalio,calendar
kumukānāwai,11,noun,0,1,kumukanawai,constitution
kālaimeaola,11,noun,0,1,kalaimeaola,biology
lokomaikaʻi,11,noun,1,0,lokomaikai,good will
makanekiuma,11,noun,0,0,makanekiuma,magnesium (chemical element)
waihoʻoluʻu,11,noun,1,0,waihooluu,"dye, colorant to submerge fabrics in"
ʻInidonesia,11,verb,1,0,inidonesia,Indonesian
ʻumikūmāiwa,11,num,1,1,umikumaiwa,nineteen
ʻumikūmālua,11,num,1,1,umikumalua,twelve
ʻumikūmāono,11,num,1,1,umikumaono,sixteen
Banagaladesa,12,verb,0,0,banagaladesa,Bangladeshi
hoʻohalahala,12,verb,1,0,hoohalahala,to correct
hoʻohanohano,12,verb,1,0,hoohanohano,"to honor, to glorify"
hoʻohaʻalulu,12,verb,1,0,hoohaalulu,to cause to shake
hoʻohelehele,12,verb,1,0,hoohelehele,to walk (take for a walk)
hoʻoholoholo,12,verb,1,0,hooholoholo,"to take someone on a walk, to escort"
hoʻokamaliʻi,12,verb,1,0,hookamalii,to be childish
hoʻokaʻawale,12,verb,1,0,hookaawale,"to separate, to set aside, to segregate"
hoʻokiʻekiʻe,12,verb,1,0,hookiekie,to elevate
hoʻokoʻokoʻo,12,verb,1,0,hookookoo,to push
hoʻokuaʻāina,12,verb,1,1,hookuaaina,to act like someone from the countryside
hoʻolimalima,12,verb,1,0,hoolimalima,"to rent, to lease (by an owner, to a tenant)"
hoʻomalihini,12,verb,1,0,hoomalihini,to act as a guest or visitor
hoʻomaʻalahi,12,verb,1,0,hoomaalahi,to simplify
hoʻomaʻamaʻa,12,verb,1,0,hoomaamaa,"to practice, to train, to drill"
hoʻomaʻemaʻe,12,verb,1,0,hoomaemae,"to clean, cause to be clean, cleanse"
hoʻomikanele,12,verb,1,0,hoomikanele,to act like or as a missionary
hoʻomākaukau,12,verb,1,1,hoomakaukau,"to make ready, to prepare"
hoʻomākeʻaka,12,verb,1,1,hoomakeaka,to cause laughter
hoʻomālielie,12,verb,1,1,hoomalielie,"to comfort, to soothe"
hoʻonaʻanaʻa,12,verb,1,0,hoonaanaa,to protrude
hoʻopelapela,12,verb,1,0,hoopelapela,"to befoul, soil, make dirty or filthy, to pollute"
hoʻoponopono,12,verb,1,0,hooponopono,"to correct, to revise"
hoʻopumehana,12,verb,1,0,hoopumehana,"to warm (up), to heat"
hoʻoʻulaʻula,12,verb,1,0,hooulaula,to redden
hōʻelemakule,12,verb,1,1,hoelemakule,to behave like an old man
kaumokuʻāina,12,noun,1,1,kaumokuaina,country
kiʻiʻoniʻoni,12,noun,1,0,kiionioni,"movie, moving picture, film"
kālaikūlohea,12,noun,0,1,kalaikulohea,physics
lepelepeamoa,12,noun,0,0,lepelepeamoa,Selaginella arbusculla (variety of spike moss used in leis)
maipoinaiaʻu,12,noun,1,0,maipoinaiau,forget-me-not (flower)
pahupaʻikiʻi,12,noun,1,0,pahupaikii,camera
pūnāwelewele,12,noun,0,1,punawelewele,spider
waiūhakuhaku,12,noun,0,1,waiuhakuhaku,cottage cheese
ʻApekanikana,12,noun,1,0,apekanikana,Afghan (native or inhabitant of Afghanistan)
ʻumikūmāhiku,12,num,1,1,umikumahiku,seventeen
ʻumikūmākahi,12,num,1,1,umikumakahi,eleven
ʻumikūmākolu,12,num,1,1,umikumakolu,thirteen
ʻumikūmālima,12,num,1,1,umikumalima,fifteen
ʻumikūmāwalu,12,num,1,1,umikumawalu,eighteen
hoʻopaʻanaʻau,13,verb,1,0,hoopaanaau,to memorize
kūlanakauhale,13,noun,0,1,kulanakauhale,"city, town, village (a general term)"
ʻāinapuniʻole,13,noun,1,1,ainapuniole,continent
hoʻomākaʻukaʻu,14,verb,1,1,hoomakaukau,to frighten
ʻālapakonakolu,14,noun,1,1,alapakonakolu,triathlon
ʻālapakonalima,14,noun,1,1,alapakonalima,pentathlon
ʻālapakonaʻumi,14,noun,1,1,alapakonaumi,decathlon
kālaimeaolahune,15,noun,0,1,kalaimeaolahune,microbiology
humuhumunukunukuāpuaʻa,22,noun,1,1,humuhumunukunukuapuaa,"reef triggerfish, humuhumunukunukuapuaa"
